"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2012",31.987,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2011",30.885,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2011",31.561,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2011",29.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2010",32.358,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2010",32.053,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2010",32.876,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2009",33.794,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2009",33.49,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2009",34.31,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2008",35.577,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2008",36.654,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2008",33.629,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2007",37.057,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2007",38.64,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2007",34.038,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2006",37.96,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2006",39.158,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bosnia and Herzegovina","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2006",35.722,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2024",83.875,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2024",81.888,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2024",86.05,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2023",83.882,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2023",82.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2023",85.862,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2022",84.316,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2022",82.558,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2022",86.318,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2019",93.511,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2019",92.97,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2019",94.158,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2018",93.063,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2018",92.243,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2018",94.038,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2017",91.548,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2017",90.72,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2017",92.598,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Total","2016",89.305,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Male","2016",87.96,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","Informal employment rate by sex (%)","Female","2016",91.088,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2015",95.239,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2015",94.575,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2015",96.171,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2014",95.909,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2014",95.426,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2014",96.527,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2013",94.548,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2013",93.83,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2013",95.457,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2012",95.493,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2012",94.981,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2012",96.146,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2011",95.99,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2011",95.156,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2011",97.046,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2009",96.363,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2009",95.749,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2009",97.124,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2008",96.336,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2008",95.618,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2008",97.207,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2007",95.899,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2007",94.92,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2007",97.089,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2006",96.148,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2006",95.408,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2006",97.064,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","2005",95.818,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","2005",94.984,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","2005",96.848,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Continuous Household Survey","Informal employment rate by sex (%)","Total","2004",87.722,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Continuous Household Survey","Informal employment rate by sex (%)","Male","2004",85.514,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Continuous Household Survey","Informal employment rate by sex (%)","Female","2004",90.376,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Total","2002",75.767,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Male","2002",75.002,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Female","2002",76.759,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Total","2001",73.484,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Male","2001",72.08,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Female","2001",75.181,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Total","2000",68.115,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Male","2000",65.589,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HS - Survey of Improvement of Living Conditions","Informal employment rate by sex (%)","Female","2000",71.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Total","1999",84.083,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Male","1999",81.169,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","Informal employment rate by sex (%)","Female","1999",87.786,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2024",36.504,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2024",37.952,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2024",34.586,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2023",37.035,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2023",38.483,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2023",35.111,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2022",37.634,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2022",38.939,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2022",35.891,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2021",38.276,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2021",39.95,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2021",35.953,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2020",36.73,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2020",38.313,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2020",34.527,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2019",38.913,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2019",40.299,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2019",37.071,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2018",38.691,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2018",40.055,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2018",36.866,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2017",38.194,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2017",39.712,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2017",36.148,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Total","2016",36.911,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Male","2016",38.722,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Informal employment rate by sex (%)","Female","2016",34.424,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2015",40.436,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2015",41.666,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2015",38.777,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2014",40.724,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2014",41.452,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2014",39.76,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2013",40.405,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2013",41.495,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2013",38.929,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2012",41.619,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2012",42.42,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2012",40.528,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2011",42.714,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2011",43.115,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2011",42.164,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Total","2009",46.802,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Male","2009",45.972,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Informal employment rate by sex (%)","Female","2009",47.922,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Informal employment rate by sex (%)","Total","2016",61.775,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Informal employment rate by sex (%)","Male","2016",63.227,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Informal employment rate by sex (%)","Female","2016",60.332,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2024",21.392,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2024",21.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2024",20.817,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2023",28.429,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2023",29.156,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2023",27.339,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2022",31.028,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2022",34.736,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2022",25.311,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2021",34.041,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2021",37.792,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2021",28.399,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2020",34.824,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2020",40.641,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2020",25.601,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2019",31.436,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2019",35.743,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2019",24.626,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2018",33.282,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2018",36.618,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2018",28.502,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2017",32.937,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2017",34.646,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2017",30.804,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2014",33.103,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2014",35.218,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2014",30.267,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2024",75.582,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2024",78.435,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2024",72.545,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2023",76.137,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2023",78.685,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2023",73.233,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2022",74.397,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2022",76.117,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2022",72.51,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2021",71.306,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2021",74.261,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2021",68.202,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2020",73.852,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2020",75.583,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2020",72.025,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Total","2019",70.985,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Male","2019",72.093,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Informal employment rate by sex (%)","Female","2019",69.799,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Informal employment rate by sex (%)","Total","2006",95.054,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Informal employment rate by sex (%)","Male","2006",95.248,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Informal employment rate by sex (%)","Female","2006",94.845,,,"Repository: ILO-STATISTICS - Micro data processing"
