"ref_area.label","source.label","indicator.label","sex.label","time","obs_value","obs_status.label","note_indicator.label","note_source.label"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2015",15.74,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2015",28.581,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2014",20.686,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2014",14.318,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2014",27.153,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2013",20.902,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2013",14.484,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2013",27.383,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2012",20.536,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2012",13.966,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - Continuous National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2012",27.19,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2011",19.397,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2011",13.015,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2011",25.882,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2009",18.794,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2009",12.36,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2009",25.303,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2008",18.323,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2008",11.885,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2008",25.007,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2007",19.179,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2007",12.143,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2007",26.364,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2006",19.244,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2006",12.032,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2006",26.409,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2005",19.074,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2005",11.821,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2005",26.416,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2004",18.994,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2004",11.66,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2004",26.333,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2003",19.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2003",11.891,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2003",26.774,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2002",19.235,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2002",11.934,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2002",26.547,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2001",19.646,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2001",11.354,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2001",27.809,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1999",19.714,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1999",11.286,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1999",28.173,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1998",20.253,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1998",11.264,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1998",29.305,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1997",20.489,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1997",11.266,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1997",29.667,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1996",20.814,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1996",11.89,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1996",29.848,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1995",20.288,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1995",10.613,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1995",30.007,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1992",21.14,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1992",10.796,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1992",31.379,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1990",21.708,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1990",9.6,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1990",33.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1989",21.498,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1989",8.456,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brazil","HS - National Household Sample Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1989",34.322,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2016",28.993,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2016",32.151,,,"Repository: ILO-STATISTICS - Micro data processing"
"Barbados","HIES - Survey on Living Conditions","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2016",25.882,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2024",19.049,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2024",16.345,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2024",22.28,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2023",16.524,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2023",14.356,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2023",18.913,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2022",20.004,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2022",19.191,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2022",20.926,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2021",18.679,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2021",17.494,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2021",19.982,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2020",21.433,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2020",20.3,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2020",22.763,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2019",20.092,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2019",18.603,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2019",21.968,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2018",20.716,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2018",18.627,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2018",23.259,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2017",19.966,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2017",19.986,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2017",19.945,,,"Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2014",17.111,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2014",15.398,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Brunei Darussalam","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2014",19.146,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2024",20.241,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2024",17.414,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2024",23.097,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2023",19.723,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2023",16.851,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2023",22.624,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2022",18.624,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2022",14.351,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2022",22.512,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2021",9.563,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2021",6.932,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2021",12.159,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2020",11.968,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2020",8.148,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2020",15.441,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2019",10.405,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2019",7.804,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2019",12.942,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2018",15.188,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2018",11.511,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bhutan","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2018",18.616,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2024",37.998,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2024",37.794,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2024",38.211,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2023",37.581,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2023",34.76,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2023",40.434,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2022",37.003,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2022",33.705,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2022",40.39,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2021",35.168,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2021",30.12,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2021",40.244,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2020",37.144,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2020",35.063,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2020",39.268,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2019",31.985,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2019",29.193,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Multi-Topic Household Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2019",34.798,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Core Welfare Indicators Survey, Poverty","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2009",35.668,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Core Welfare Indicators Survey, Poverty","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2009",28.785,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","HS - Core Welfare Indicators Survey, Poverty","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2009",42.25,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2006",42.338,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2006",36.075,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2006",48.031,,,"Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","1996",43.35,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","1996",38.313,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Botswana","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","1996",47.766,"Break in series","Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2025",13.27,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2025",13.917,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2025",12.568,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2024",12.988,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2024",14.059,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2024",11.845,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2023",11.735,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2023",12.578,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2023",10.842,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2022",11.599,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2022",12.838,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2022",10.286,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2021",12.815,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2021",14.178,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2021",11.364,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2020",17.865,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2020",18.973,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2020",16.681,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2019",12.043,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2019",12.813,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2019",11.219,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2018",12.211,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Male","2018",12.77,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Female","2018",11.613,,,"Repository: ILO-STATISTICS - Micro data processing"
"Canada","LFS - Labour Force Survey","Share of youth not in employment, education or training (NEET) by sex (%)","Total","2017",12.072,,,"Repository: ILO-STATISTICS - Micro data processing"
